point	ramp_up	repeat	min_sec	max_sec	median_sec	std_dev_sec		configuration: tasks: 8, intermediate: 8192, description: medium files

1000000	0	3	0.344250208	0.350405499	0.346340999	0.0031299407489163433
2000000	0	3	0.72098225	0.735296041	0.731291791	0.007384728233375304
3000000	0	3	0.984620916	1.021615791	1.000651666	0.01855217983078965
4000000	0	3	1.245881125	1.28775375	1.250579333	0.022939511626927957
5000000	0	3	1.442472375	1.462361499	1.447818874	0.010292798833286326
6000000	0	3	1.655728708	1.696115791	1.671211458	0.02037587553532477
7000000	0	3	1.922318832	1.937709291	1.928181249	0.00776764384767923
8000000	0	3	2.113543249	2.167534666	2.157916041	0.028799698280924685
9000000	0	3	2.448070499	2.517243333	2.466761625	0.035783240950051594
10000000	0	3	2.627232166	2.747332749	2.638159457	0.06641079657663082
11000000	0	3	2.904999583	3.057452249	3.038643791	0.08312274838533731
12000000	0	3	3.256008083	3.302917458	3.282982416	0.023542550142339008
13000000	0	3	3.617498625	3.789866874	3.762491874	0.09263120977286039
14000000	0	3	4.041415999	4.098155249	4.041883291	0.0326243623425029
15000000	0	3	4.458102707	4.540627666	4.476781041	0.04327362657720031
16000000	0	3	4.720686499	4.861961291	4.807173957	0.07122768564349655
17000000	0	3	5.079099291	5.290440291	5.250861124	0.112348902988958
18000000	0	3	5.303754458	5.642050457	5.526230124	0.171927288137448
19000000	0	3	5.606140916	6.082172833	5.984266583	0.25138650183729444
20000000	0	3	5.934154916	6.017083916	5.948359041	0.044351032779747175
